Intern_ID,Name,Gender,Domain,College,Internship_Start_Date,Week_Number,Week_Start_Date,Tasks_Assigned,Tasks_Completed,Task_Completion_Rate (%),Attendance (%),Late_Submissions,Mentor_Rating (1-5),Performance_Score
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,8,9/5/2024,9,6,66.67,73.91,5,3.6,70.44
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,9,9/5/2024,7,7,100,81.95,1,3.82,87.51
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,10,9/5/2024,5,4,80,68.54,3,2.93,70.14
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,11,9/5/2024,6,5,83.33,72.32,1,4.03,79.21
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,12,9/5/2024,12,8,66.67,85.73,1,3.08,70.87
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,13,9/5/2024,14,11,78.57,60.93,2,3.78,72.39
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,14,9/5/2024,10,10,100,95.74,3,4.34,94.76
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,15,9/5/2024,6,5,83.33,76.7,4,4.73,84.72
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,16,9/5/2024,12,5,41.67,91.55,0,4.56,71.49
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,17,9/5/2024,8,4,50,91.35,3,4.55,74.7
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,18,9/5/2024,7,3,42.86,63.04,4,4.05,60.36
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,19,9/5/2024,6,6,100,73.4,0,2.73,78.4
182,Anisha Bondre,Female,Digital Marketing,SRM,9/5/2024,20,9/5/2024,9,8,88.89,90.84,3,3.74,85.25
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,1,7/24/2024,5,5,100,76.66,2,4.56,90.36
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,2,7/24/2024,6,4,66.67,69.58,4,4.34,73.58
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,3,7/24/2024,12,9,75,82.77,0,2.63,70.61
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,4,7/24/2024,6,6,100,72.79,1,2.77,78.46
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,5,7/24/2024,8,4,50,84.19,5,2.69,61.4
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,6,7/24/2024,5,5,100,79.81,4,2.58,79.42
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,7,7/24/2024,14,10,71.43,91.9,5,4.28,81.82
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,8,7/24/2024,8,8,100,71.76,1,3.8,84.33
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,9,7/24/2024,11,9,81.82,84.75,1,4.25,83.65
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,10,7/24/2024,13,3,23.08,64.08,4,4.24,53.9
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,11,7/24/2024,15,7,46.67,64.29,5,3.35,58.06
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,12,7/24/2024,12,10,83.33,96.33,5,2.99,80.17
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,13,7/24/2024,6,5,83.33,69.15,4,2.78,70.76
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,14,7/24/2024,9,4,44.44,99.74,2,3.1,66.3
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,15,7/24/2024,5,3,60,77.52,5,4.23,72.64
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,16,7/24/2024,14,12,85.71,83.78,1,3.68,81.5
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,17,7/24/2024,15,14,93.33,95.42,4,4.58,93.44
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,18,7/24/2024,7,5,71.43,78.65,2,3.57,73.59
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,19,7/24/2024,5,4,80,87.46,3,3.36,78.4
183,Ajinkya Thakre,Male,Digital Marketing,IIT,7/24/2024,20,7/24/2024,15,12,80,95.72,5,4.23,86.1
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,1,10/30/2024,6,6,100,91.1,0,3.52,88.45
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,2,10/30/2024,11,10,90.91,85.33,0,4.15,86.86
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,3,10/30/2024,10,10,100,86.59,5,2.7,82.18
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,4,10/30/2024,11,6,54.55,77.18,4,2.79,61.71
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,5,10/30/2024,15,3,20,73.93,4,4.73,58.56
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,6,10/30/2024,10,6,60,63.87,2,3.06,61.52
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,7,10/30/2024,6,3,50,99.75,0,2.9,67.32
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,8,10/30/2024,9,3,33.33,67.55,2,4.41,60.06
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,9,10/30/2024,9,5,55.56,93.49,0,3.02,68.39
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,10,10/30/2024,9,6,66.67,87.57,5,2.68,69.02
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,11,10/30/2024,6,3,50,77.97,1,4.34,69.43
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,12,10/30/2024,5,3,60,63.73,3,4.62,70.84
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,13,10/30/2024,10,9,90,63.94,4,4.29,80.92
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,14,10/30/2024,10,6,60,90.39,3,3.11,69.78
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,15,10/30/2024,8,8,100,67.51,4,3.47,81.07
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,16,10/30/2024,7,5,71.43,87.37,3,4.54,82.02
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,17,10/30/2024,7,4,57.14,67.02,1,3.32,62.88
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,18,10/30/2024,10,3,30,76.05,4,4.16,59.77
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,19,10/30/2024,11,5,45.45,86.85,1,4.6,71.83
184,Hrushi Rule,Male,Cyber Security,SRM,10/30/2024,20,10/30/2024,7,7,100,68.4,1,3.46,81.28
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,1,10/13/2024,6,6,100,74.78,3,3.64,84.27
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,2,10/13/2024,9,8,88.89,62.84,2,2.84,71.45
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,3,10/13/2024,15,10,66.67,88.4,2,4.83,82.17
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,4,10/13/2024,12,7,58.33,63.65,4,3.56,63.79
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,5,10/13/2024,15,11,73.33,84.99,1,3.62,76.55
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,6,10/13/2024,8,3,37.5,90.09,3,4.15,66.93
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,7,10/13/2024,5,3,60,65.61,4,3.98,67.56
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,8,10/13/2024,15,10,66.67,87.21,4,2.55,68.13
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,9,10/13/2024,9,7,77.78,64.43,4,4.73,78.82
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,10,10/13/2024,5,5,100,72.65,0,4.95,91.5
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,11,10/13/2024,11,3,27.27,61.91,3,4.64,57.32
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,12,10/13/2024,15,4,26.67,78.55,5,3.12,52.95
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,13,10/13/2024,13,4,30.77,67.02,5,4.61,60.07
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,14,10/13/2024,14,14,100,96.09,0,4.07,93.25
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,15,10/13/2024,15,14,93.33,92.15,4,3.06,83.34
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,16,10/13/2024,13,8,61.54,90.58,5,2.94,69.43
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,17,10/13/2024,5,4,80,71.12,3,2.96,71.1
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,18,10/13/2024,15,10,66.67,86.56,5,4.01,76.7
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,19,10/13/2024,6,6,100,65.05,2,4.14,84.36
185,Rahul Joshi,Male,UI/UX,SRM,10/13/2024,20,10/13/2024,5,5,100,97.92,3,4.28,95.06
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,1,7/17/2024,6,5,83.33,87.67,4,2.75,76.13
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,2,7/17/2024,7,7,100,79.18,3,4.35,89.85
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,3,7/17/2024,13,6,46.15,84.64,0,3.38,64.13
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,4,7/17/2024,9,9,100,60.3,1,4.87,87.31
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,5,7/17/2024,15,13,86.67,95.57,2,3.54,84.58
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,6,7/17/2024,13,13,100,68.44,2,3.88,83.81
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,7,7/17/2024,12,9,75,68.48,0,4.93,80.12
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,8,7/17/2024,5,4,80,90.52,4,3.56,80.52
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,9,7/17/2024,12,7,58.33,91.93,0,4.35,77.01
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,10,7/17/2024,6,5,83.33,88.02,4,4.05,84.04
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,11,7/17/2024,5,4,80,92.89,2,3.09,78.41
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,12,7/17/2024,6,6,100,63.55,2,4.18,84.14
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,13,7/17/2024,11,5,45.45,85,5,4.19,68.82
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,14,7/17/2024,6,5,83.33,60.38,0,2.8,68.25
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,15,7/17/2024,6,6,100,66.83,1,4.45,86.75
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,16,7/17/2024,11,4,36.36,86.53,0,3.53,61.68
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,17,7/17/2024,15,13,86.67,89.57,2,3.22,80.86
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,18,7/17/2024,9,5,55.56,75.37,4,4.89,74.18
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,19,7/17/2024,9,9,100,79.36,4,3,81.81
186,Yashas Khapde,Male,Java Developer,BITS,7/17/2024,20,7/17/2024,13,9,69.23,84.85,3,2.74,69.59
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,1,7/5/2024,8,6,75,74.4,2,3.21,71.58
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,2,7/5/2024,15,8,53.33,69.58,5,3.12,60.93
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,3,7/5/2024,7,5,71.43,94.33,5,3.13,75.65
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,4,7/5/2024,15,12,80,65.06,2,2.63,67.3
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,5,7/5/2024,8,3,37.5,87.54,0,3.24,60.7
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,6,7/5/2024,10,10,100,77.02,2,3.87,86.33
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,7,7/5/2024,10,6,60,93.32,2,3.81,74.86
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,8,7/5/2024,9,4,44.44,94.16,0,3.53,67.2
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,9,7/5/2024,12,4,33.33,63.75,2,2.91,49.92
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,10,7/5/2024,11,7,63.64,76.86,1,2.97,66.33
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,11,7/5/2024,15,13,86.67,87.38,4,4.82,89.8
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,12,7/5/2024,14,6,42.86,63.95,0,4.43,62.91
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,13,7/5/2024,10,8,80,65.9,3,4.2,76.97
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,14,7/5/2024,10,8,80,98.04,1,3.41,81.87
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,15,7/5/2024,6,3,50,84.69,5,2.61,61.07
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,16,7/5/2024,7,7,100,67.12,5,2.68,76.22
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,17,7/5/2024,12,7,58.33,67.64,3,2.53,58.8
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,18,7/5/2024,10,7,70,63.67,1,3.72,69.42
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,19,7/5/2024,15,3,20,70.57,4,4.26,54.73
187,Smita Jain,Female,Cloud Computing,VIT,7/5/2024,20,7/5/2024,14,10,71.43,69.91,1,4.04,73.78
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,1,9/14/2024,10,8,80,79.26,5,4.82,84.7
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,2,9/14/2024,11,7,63.64,93.88,1,2.6,69.22
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,3,9/14/2024,9,7,77.78,78.67,1,4.36,80.87
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,4,9/14/2024,7,3,42.86,72.02,5,2.74,55.19
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,5,9/14/2024,5,3,60,75.58,0,2.81,63.53
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,6,9/14/2024,5,5,100,96.24,0,3.98,92.75
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,7,9/14/2024,9,5,55.56,86.32,5,4.93,77.7
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,8,9/14/2024,14,12,85.71,77.94,3,4.23,83.05
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,9,9/14/2024,14,3,21.43,98.29,3,2.83,55.04
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,10,9/14/2024,5,3,60,87.89,5,4.36,76.53
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,11,9/14/2024,11,5,45.45,71.23,0,4.8,68.35
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,12,9/14/2024,9,5,55.56,71.55,5,3.25,63.19
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,13,9/14/2024,7,5,71.43,61.69,2,2.78,63.76
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,14,9/14/2024,11,3,27.27,98.49,1,4.15,65.35
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,15,9/14/2024,14,4,28.57,87.54,4,4.51,64.75
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,16,9/14/2024,5,5,100,98.59,3,2.83,86.56
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,17,9/14/2024,5,4,80,62.96,3,3.65,72.79
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,18,9/14/2024,9,6,66.67,86.16,0,2.51,67.58
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,19,9/14/2024,15,6,40,81.19,5,4.83,69.34
188,Mohit Ahuja,Male,App Development,Manipal,9/14/2024,20,9/14/2024,14,3,21.43,96.64,1,4.56,64.92
189,Reyansh More,Male,AI,SRM,8/17/2024,1,8/17/2024,7,5,71.43,71.16,0,3.4,70.32
189,Reyansh More,Male,AI,SRM,8/17/2024,2,8/17/2024,7,4,57.14,94.64,5,3.17,70.27
189,Reyansh More,Male,AI,SRM,8/17/2024,3,8/17/2024,6,4,66.67,99.96,5,4.11,81.32
189,Reyansh More,Male,AI,SRM,8/17/2024,4,8/17/2024,9,9,100,74.73,3,4.31,88.28
189,Reyansh More,Male,AI,SRM,8/17/2024,5,8/17/2024,15,4,26.67,62.17,5,2.54,44.56
189,Reyansh More,Male,AI,SRM,8/17/2024,6,8/17/2024,5,5,100,60.2,3,2.86,75.22
189,Reyansh More,Male,AI,SRM,8/17/2024,7,8/17/2024,8,3,37.5,87.62,5,2.84,58.33
189,Reyansh More,Male,AI,SRM,8/17/2024,8,8/17/2024,13,6,46.15,84.7,1,3.23,63.25
189,Reyansh More,Male,AI,SRM,8/17/2024,9,8/17/2024,5,4,80,69.95,0,4.94,82.62
189,Reyansh More,Male,AI,SRM,8/17/2024,10,8/17/2024,6,5,83.33,60.41,1,2.86,68.61
189,Reyansh More,Male,AI,SRM,8/17/2024,11,8/17/2024,11,11,100,73.13,1,4.17,86.96
189,Reyansh More,Male,AI,SRM,8/17/2024,12,8/17/2024,11,7,63.64,88.63,5,4.57,79.47
189,Reyansh More,Male,AI,SRM,8/17/2024,13,8/17/2024,9,3,33.33,80.54,0,4.21,62.75
189,Reyansh More,Male,AI,SRM,8/17/2024,14,8/17/2024,9,6,66.67,83.29,5,3.92,75.17
189,Reyansh More,Male,AI,SRM,8/17/2024,15,8/17/2024,8,8,100,68.65,1,2.83,77.58
189,Reyansh More,Male,AI,SRM,8/17/2024,16,8/17/2024,15,15,100,95.19,5,3.19,87.7
189,Reyansh More,Male,AI,SRM,8/17/2024,17,8/17/2024,5,4,80,67.66,4,3.73,74.68
189,Reyansh More,Male,AI,SRM,8/17/2024,18,8/17/2024,8,8,100,72.01,5,4.53,88.78
189,Reyansh More,Male,AI,SRM,8/17/2024,19,8/17/2024,12,10,83.33,88.05,1,4.85,88.85
189,Reyansh More,Male,AI,SRM,8/17/2024,20,8/17/2024,5,5,100,82.02,3,2.71,80.87
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,1,8/14/2024,5,4,80,88.89,3,4.71,86.93
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,2,8/14/2024,12,6,50,91.14,1,4.81,76.2
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,3,8/14/2024,11,11,100,97.69,1,2.84,86.35
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,4,8/14/2024,5,5,100,98.18,2,3.2,88.65
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,5,8/14/2024,15,5,33.33,63.56,4,4.95,62.1
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,6,8/14/2024,6,5,83.33,70.82,5,4.76,83.14
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,7,8/14/2024,12,4,33.33,92.74,1,4.5,68.15
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,8,8/14/2024,5,5,100,88.16,5,3.4,86.85
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,9,8/14/2024,6,5,83.33,91.83,5,4.7,89.08
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,10,8/14/2024,14,3,21.43,61.94,2,3.31,47.01
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,11,8/14/2024,5,4,80,94.44,0,3.97,84.15
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,12,8/14/2024,7,7,100,70.24,2,2.54,76.31
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,13,8/14/2024,7,5,71.43,91.44,0,2.68,72.08
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,14,8/14/2024,14,12,85.71,79.29,1,4.27,83.69
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,15,8/14/2024,6,5,83.33,99.94,1,3.08,81.79
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,16,8/14/2024,11,9,81.82,77.57,1,4.34,82.04
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,17,8/14/2024,8,7,87.5,64.46,2,3.87,77.56
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,18,8/14/2024,11,5,45.45,94.96,3,3.76,69.23
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,19,8/14/2024,9,5,55.56,85.12,2,3.53,68.94
190,Sahil Kale,Male,Python Developer,NMIMS,8/14/2024,20,8/14/2024,6,3,50,84.69,0,2.9,62.81
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,1,8/10/2024,5,4,80,86.82,1,3.43,78.63
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,2,8/10/2024,7,3,42.86,64.97,5,4.09,61.18
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,3,8/10/2024,12,4,33.33,92.48,2,4.08,65.56
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,4,8/10/2024,5,5,100,63.35,5,2.98,76.88
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,5,8/10/2024,14,7,50,77.49,2,3.1,61.85
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,6,8/10/2024,8,3,37.5,91.52,0,4.55,69.76
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,7,8/10/2024,10,4,40,89.15,0,3.64,64.59
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,8,8/10/2024,5,5,100,64.24,5,3.68,81.35
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,9,8/10/2024,15,14,93.33,96.69,5,4.9,95.74
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,10,8/10/2024,10,3,30,81.03,3,2.68,52.39
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,11,8/10/2024,12,11,91.67,87.18,1,4.25,88.32
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,12,8/10/2024,12,11,91.67,99.22,0,4.01,90.49
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,13,8/10/2024,9,4,44.44,92.69,0,3.35,65.68
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,14,8/10/2024,14,6,42.86,91.39,2,4.63,72.34
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,15,8/10/2024,15,7,46.67,79.76,0,2.73,58.98
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,16,8/10/2024,9,4,44.44,85.61,3,4.75,71.96
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,17,8/10/2024,7,6,85.71,93.15,1,2.5,77.23
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,18,8/10/2024,7,4,57.14,61.46,2,3.24,60.73
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,19,8/10/2024,5,5,100,71.9,3,4.93,91.15
191,Vidyut Dubey,Male,App Development,Manipal,8/10/2024,20,8/10/2024,5,5,100,88.69,4,3.04,84.85
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,1,11/16/2024,5,4,80,91.93,2,4.08,84.06
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,2,11/16/2024,5,5,100,85.08,5,4.19,90.66
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,3,11/16/2024,15,11,73.33,70.55,2,3.76,73.06
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,4,11/16/2024,14,8,57.14,69.09,4,4.53,70.76
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,5,11/16/2024,15,14,93.33,78.82,5,4.65,88.88
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,6,11/16/2024,9,9,100,96.61,3,3.45,89.68
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,7,11/16/2024,5,5,100,77.59,5,4.24,88.72
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,8,11/16/2024,14,13,92.86,73.65,2,4.65,87.14
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,9,11/16/2024,14,10,71.43,82.17,0,4.4,79.62
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,10,11/16/2024,11,7,63.64,78.3,4,4.61,76.61
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,11,11/16/2024,9,6,66.67,94.24,4,3.04,73.18
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,12,11/16/2024,15,13,86.67,69.52,5,4.52,82.64
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,13,11/16/2024,14,7,50,95.65,3,3.33,68.67
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,14,11/16/2024,9,5,55.56,79.57,3,3.45,66.8
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,15,11/16/2024,13,11,84.62,68.12,3,4.59,81.82
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,16,11/16/2024,11,7,63.64,69.1,3,2.71,62.45
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,17,11/16/2024,9,7,77.78,76.42,2,2.77,70.66
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,18,11/16/2024,10,9,90,96.56,1,4.85,94.07
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,19,11/16/2024,10,4,40,77.25,0,4.49,66.11
192,Kamala Meher,Female,Cyber Security,IIT,11/16/2024,20,11/16/2024,6,4,66.67,83.52,1,3.76,74.28
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,1,7/9/2024,11,8,72.73,94.08,5,4.77,85.94
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,2,7/9/2024,8,7,87.5,91.66,1,3.3,82.3
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,3,7/9/2024,10,9,90,88.23,2,4.87,91.69
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,4,7/9/2024,12,9,75,82.25,1,4.18,79.75
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,5,7/9/2024,15,10,66.67,83.15,0,2.7,67.81
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,6,7/9/2024,12,8,66.67,84.94,3,4.15,77.05
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,7,7/9/2024,7,3,42.86,96.75,5,2.88,63.45
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,8,7/9/2024,13,4,30.77,78.74,5,4.95,65.63
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,9,7/9/2024,14,6,42.86,73.8,5,4.41,65.74
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,10,7/9/2024,5,4,80,62.67,2,3.44,71.44
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,11,7/9/2024,14,14,100,95.17,5,3.16,87.51
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,12,7/9/2024,11,5,45.45,64.01,2,2.76,53.94
193,Priya Reddy,Female,UI/UX,Manipal,7/9/2024,13,7/9/2024,8,4,50,67.74,4,4.35,66.42
